nominaldiameter,facilityid,capacity_notes,life,rehab_project,capacity,feet_len,material,design_link,name,comment,install_date,sliplined,maintenance,objectid,rehab_year
8,I0429_I0430,,Active,,Less than 50 pct obligated,32.29621427,PVC,,Brookside Subdivision,,2002,,City of Bozeman,213,
8,I0428_I0429,,Active,,Less than 50 pct obligated,140.7022924,PVC,,Brookside Subdivision,,2002,,City of Bozeman,214,
8,I0502_I0504,,Active,,Less than 50 pct obligated,295.12626417,PVC,,Volz-Wallin,,1985,,City of Bozeman,215,
8,I0504_I0506,,Active,,Less than 50 pct obligated,312.59833606,PVC,,Volz-Wallin ,,1985,,City of Bozeman,216,
10,I0508_I0509,,Active,,Less than 50 pct obligated,313.85485181,PVC,,Volz/Wallin,,1985,,City of Bozeman,217,
8,I0501_J0508,,Active,,Less than 50 pct obligated,297.63029386,PVC,,SID 614,,1980,,City of Bozeman,218,
8,I0629_I0602,,Active,,Less than 50 pct obligated,22.17564054,PVC,,Advanced Tech Park Water/Sewer,,1992,,City of Bozeman,219,
8,I0602_I0603,,Active,,Less than 50 pct obligated,199.67868331,PVC,,Advance Tech Park,,1986,,City of Bozeman,220,
8,I0603_I0604,,Active,,Less than 50 pct obligated,111.93213144,PVC,,Advance Tech Park,,1986,,City of Bozeman,221,
8,I0604_I0605,,Active,,Less than 50 pct obligated,124.18295125,PVC,,Advance Tech Park,,1986,,City of Bozeman,222,
8,I0605_I0606,,Active,,Less than 50 pct obligated,122.64850719,PVC,,Advance Tech Park,,1986,,City of Bozeman,223,
8,I0606_I0609,,Active,,Less than 50 pct obligated,223.45085092,PVC,,Advance Tech Park,,1986,,City of Bozeman,224,
8,I0609_I0610,,Active,,Less than 50 pct obligated,214.48138776,PVC,,Advance Tech Park,,1986,,City of Bozeman,225,
15,I0610_I0611,,Active,,Less than 50 pct obligated,311.06409827,PVC,,Advance Tech Park,,1986,,City of Bozeman,226,
15,I0612_I0613,,Active,,Less than 50 pct obligated,252.66321812,PVC,,Tech Park,,1992,,City of Bozeman,227,
15,I0613_I0614,,Active,,Less than 50 pct obligated,347.32747176,PVC,,Tech Park,,1992,,City of Bozeman,228,
15,I0614_J0601,,Active,,Less than 50 pct obligated,200.02688519,PVC,,Tech Park,,1992,,City of Bozeman,229,
8,I0608_I0609,,Active,,Less than 50 pct obligated,65.2228827,PVC,,Advanced Tech Park Blk2 Lot2,,1992,,City of Bozeman,230,
8,J0315_J0316,,Active,,Less than 50 pct obligated,151.8446999,PVC,,Harvest Creek Subdivision Phase 1,,2000,,City of Bozeman,231,
8,J0319_J0321,,Active,,Less than 50 pct obligated,255.96191204,PVC,,Harvest Creek Phase 1-4,,2000,,City of Bozeman,232,
8,J0321_J0322,,Active,,Less than 50 pct obligated,215.72301082,PVC,,Harvest Creek Subdivision Phase 1,,2000,,City of Bozeman,233,
8,J0322_J0325,,Active,,Less than 50 pct obligated,217.05452257,PVC,,Harvest Creek Subdivision Phase 1,,2000,,City of Bozeman,234,
15,J0325_J0328,,Active,,Less than 50 pct obligated,293.49949385,PVC,,Harvest Creek Phase 1-4,,2000,,City of Bozeman,235,
8,J0329_J0331,,Active,,Less than 50 pct obligated,100.14464559,PVC,,Harvest Creek Subdivision Phase 2,,2000,,City of Bozeman,236,
8,J0333_J0334,,Active,,Less than 50 pct obligated,280.76752646,PVC,,Harvest Creek Subdivision Phase 2,,2000,,City of Bozeman,237,
15,J0328_J0341,,Active,,Less than 50 pct obligated,261.57205117,PVC,,Harvest Creek Subdivision Phase 2,,2000,,City of Bozeman,238,
15,J0341_J0342,,Active,,Less than 50 pct obligated,303.76475933,PVC,,Harvest Creek Phase 1-4,,2000,,City of Bozeman,239,
15,J0342_J0343,,Active,,Less than 50 pct obligated,299.38282534,PVC,,Harvest Creek Subdivision Phase 4,,2001,,City of Bozeman,240,
15,J0343_J0344,,Active,,Less than 50 pct obligated,241.18174013,PVC,,Harvest Creek Subdivision Phase 4,,2001,,City of Bozeman,241,
15,J0344_J0345,,Active,,Less than 50 pct obligated,241.87205757,PVC,,Harvest Creek Subdivision Phase 4,,2001,,City of Bozeman,242,
15,J0345_J0346,,Active,,Less than 50 pct obligated,295.78307951,PVC,,Harvest Creek Subdivision Phase 4,,2001,,City of Bozeman,243,
15,J0346_J0310,,Active,,Less than 50 pct obligated,99.25057894,PVC,,Harvest Creek Subdivision Phase 4,,2001,,City of Bozeman,244,
8,J0334_J0337,,Active,,Less than 50 pct obligated,257.92277868,PVC,,Harvest Creek Subdivision Phase 2,,2000,,City of Bozeman,245,
8,J0340_J0349,,Active,,Less than 50 pct obligated,259.43508647,PVC,,Harvest Creek Subdivision Phase 2,,2000,,City of Bozeman,246,
8,J0350_J0357,,Active,,Less than 50 pct obligated,275.67272382,PVC,,Harvest Creek Subdivision Phase 3,,2001,,City of Bozeman,247,
8,J0357_J0313,,Active,,Less than 50 pct obligated,194.73483672,PVC,,Harvest Creek Subdivision Phase 3,,2001,,City of Bozeman,248,
12,J0314_J0313,,Active,,Less than 50 pct obligated,172.24766992,PVC,,Durston Meadows Phase 1 Gravity Sewer Main,,1996,,City of Bozeman,249,
8,J0423_J0424,,Active,,Less than 50 pct obligated,215.05426071,PVC,,Greenway Subdivision,,1995,,City of Bozeman,250,
8,J0427_J0428,,Active,,Less than 50 pct obligated,167.45887836,PVC,,Greenway Subdivision,,1995,,City of Bozeman,251,
12,J0465_J0466,,Active,,Less than 50 pct obligated,127.2688021,PVC,,Westgate,,1993,,City of Bozeman,252,
8,J0418_J0419,,Active,,Less than 50 pct obligated,368.57378189,PVC,,Willow,,1995,,City of Bozeman,253,
8,J0419_J0420,,Active,,Less than 50 pct obligated,340.810522,PVC,,Willow,,1995,,City of Bozeman,254,
8,J0420_J0422,,Active,,Less than 50 pct obligated,294.01569889,PVC,,Willow,,1995,,City of Bozeman,255,
8,J0444_J0445,,Active,,Less than 50 pct obligated,83.33954855,PVC,,North Meadows,,1997,,City of Bozeman,256,
8,J0445_J0446,,Active,,Less than 50 pct obligated,81.38335135,PVC,,North Meadows,,1997,,City of Bozeman,257,
8,J0446_J0447,,Active,,Less than 50 pct obligated,310.42029875,PVC,,North Meadows,,1997,,City of Bozeman,258,
8,J0447_J0448,,Active,,Less than 50 pct obligated,381.84586551,PVC,,North Meadows,,1997,,City of Bozeman,259,
8,J0448_J0449,,Active,,Less than 50 pct obligated,261.02966398,PVC,,North Meadows,,1997,,City of Bozeman,260,
8,J0449_J0454,,Active,,Less than 50 pct obligated,304.07382643,PVC,,North Meadows,,1997,,City of Bozeman,261,
8,J0556_J0558,,Active,,Less than 50 pct obligated,213.07399223,PVC,,West Babcock Manufactured Home Court,,2000,,City of Bozeman,262,
8,J0557_J0558,,Active,,Less than 50 pct obligated,117.68868412,PVC,,West Babcock Manufactured Home Court,,2000,,City of Bozeman,263,
8,J0558_J0560,,Active,,Less than 50 pct obligated,244.91977113,PVC,,West Babcock Manufactured Home Court,,2000,,City of Bozeman,264,
8,J0560_J0561,,Active,,Less than 50 pct obligated,212.11294096,PVC,,West Babcock Manufactured Home Court,,2000,,City of Bozeman,265,
8,J0561_J0563,,Active,,Less than 50 pct obligated,243.32330425,PVC,,West Babcock Manufactured Home Court,,2000,,City of Bozeman,266,
8,J0563_J0565,,Active,,Less than 50 pct obligated,238.96881147,PVC,,West Babcock Manufactured Home Court,,2000,,City of Bozeman,267,
8,J0524_J0525,,Active,,Less than 50 pct obligated,204.69788338,PVC,,Babcock Meadows Subdivision Ph 2,,1997,,City of Bozeman,268,
8,J0525_J0526,,Active,,Less than 50 pct obligated,187.29413187,PVC,,Babcock Meadows Subdivision Ph 2,,1997,,City of Bozeman,269,
8,J0526_J0527,,Active,,Less than 50 pct obligated,132.04386022,PVC,,Babcock Meadows Subdivision Ph 2,,1997,,City of Bozeman,270,
8,J0527_J0533,,Active,,Less than 50 pct obligated,190.05369947,PVC,,Babcock Meadows Subdivision Ph 2,,1997,,City of Bozeman,271,
8,J0533_J0534,,Active,,Less than 50 pct obligated,190.1005079,PVC,,Babcock Meadows Subdivision Ph 2,,1997,,City of Bozeman,272,
8,J0534_J0535,,Active,,Less than 50 pct obligated,221.8090756,PVC,,Babcock Meadows Subdivision Ph 2,,1997,,City of Bozeman,273,
8,K0301_K0445,,Active,,Less than 50 pct obligated,45.80117171,PVC,,Diamond Estates,,2004,,City of Bozeman,274,
8,K0457_K0458,,Active,,Less than 50 pct obligated,270.66503297,PVC,,Cascade Subdivision Phase 2,,1992,,City of Bozeman,275,
8,K0458_K0459,,Active,,Less than 50 pct obligated,357.49675813,PVC,,Cascade Subdivision Phase 2,,1992,,City of Bozeman,276,
8,K0459_K0460,,Active,,Less than 50 pct obligated,359.71960459,PVC,,Cascade Subdivision Phase 2,,1992,,City of Bozeman,277,
8,K0460_K0462,,Active,,Less than 50 pct obligated,310.03735162,PVC,,Cascade Subdivision Phase 2,,1992,,City of Bozeman,278,
8,K0462_K0463,,Active,,Less than 50 pct obligated,331.67075836,PVC,,Cascade Subdivision Phase 2,,1992,,City of Bozeman,279,
8,K0463_K0464,,Active,,Less than 50 pct obligated,297.55021848,PVC,,Cascade Subdivision Phase 2,,1992,,City of Bozeman,280,
8,K0464_K0465,,Active,,Less than 50 pct obligated,400.28687076,PVC,,Cascade Subdivision Phase 2,,1992,,City of Bozeman,281,
8,K0420_K0421,,Active,,Less than 50 pct obligated,231.50228958,PVC,,Bridger Peaks,,1993,,City of Bozeman,282,
8,K0421_K0422,,Active,,Less than 50 pct obligated,265.69014571,PVC,,SID 623,,1980,,City of Bozeman,283,
8,K0422_K0423,,Active,,Less than 50 pct obligated,161.65658504,PVC,,SID 623,,1980,,City of Bozeman,284,
8,K0425_K0426,,Active,,Less than 50 pct obligated,252.03832182,PVC,,Bridger Peaks,,1993,,City of Bozeman,285,
8,K0426_K0427,,Active,,Less than 50 pct obligated,133.01044277,PVC,,SID 623,,1980,,City of Bozeman,286,
8,K0429_K0430,,Active,,Less than 50 pct obligated,314.06494079,PVC,,Bridger Peaks,,1993,,City of Bozeman,287,
8,K0430_K0431,,Active,,Less than 50 pct obligated,314.4682958,PVC,,Bridger Peaks,,1993,,City of Bozeman,288,
8,K0431_K0432,,Active,,Less than 50 pct obligated,251.64027755,PVC,,Bridger Peaks,,1993,,City of Bozeman,289,
8,K0414_K0415,,Active,,Less than 50 pct obligated,399.43148707,PVC,,SID 623,,1980,,City of Bozeman,290,
8,K0415_K0416,,Active,,Less than 50 pct obligated,414.3378033,PVC,,SID 623,,1980,,City of Bozeman,291,
8,K0416_K0417,,Active,,Less than 50 pct obligated,409.85744814,PVC,,SID 623,,1980,,City of Bozeman,292,
8,K0417_K0418,,Active,,Less than 50 pct obligated,404.50087694,PVC,,SID 623,,1980,,City of Bozeman,293,
8,K0483_K0407,,Active,,Less than 50 pct obligated,31.44000691,PVC,,Spruce Meadows,,1995,,City of Bozeman,294,
8,K0513_K0514,,Active,,Less than 50 pct obligated,451.2918008,PVC,,SID 623,,1980,,City of Bozeman,295,
8,K0514_K0515,,Active,,Less than 50 pct obligated,401.03958716,PVC,,SID 623,,1980,,City of Bozeman,296,
8,K0515_K0516,,Active,,Less than 50 pct obligated,398.62370917,PVC,,SID 623,,1980,,City of Bozeman,297,
12,K0526_K0527,,Active,,Less than 50 pct obligated,300.34045007,PVC,,SID 623,,1980,,City of Bozeman,298,
12,K0527_K0528,,Active,,Less than 50 pct obligated,399.83731764,PVC,,SID 623,,1980,,City of Bozeman,299,
12,K0528_K0529,,Active,,Less than 50 pct obligated,401.29571926,PVC,,SID 623,,1980,,City of Bozeman,300,
12,K0529_K0530,,Active,,Less than 50 pct obligated,427.86788956,PVC,,SID 623,,1980,,City of Bozeman,301,
12,K0530_K0423,,Active,,Less than 50 pct obligated,426.209601,PVC,,SID 623,,1980,,City of Bozeman,302,
8,K0534_K0535,,Active,,Less than 50 pct obligated,69.86212528,PVC,,Valley Commons Business Park,,1994,,City of Bozeman,303,
8,K0536_K0537,,Active,,Less than 50 pct obligated,161.36569025,PVC,,Valley Commons Business Park,,1994,,City of Bozeman,304,
8,K0537_K0538,,Active,,Less than 50 pct obligated,204.17298591,PVC,,Valley Commons Business Park,,1994,,City of Bozeman,305,
8,K0538_K0532,,Active,,Less than 50 pct obligated,232.09822369,PVC,,Valley Commons Business Park,,1994,,City of Bozeman,306,
8,K0547_K0548,,Active,,Less than 50 pct obligated,309.40525954,PVC,,Nelson Properties/Parkway Plaza,,1996,,City of Bozeman,307,
8,K0548_K0549,,Active,,Less than 50 pct obligated,114.29918018,PVC,,Nelson Properties/Parkway Plaza,,1996,,City of Bozeman,308,
8,K0549_K0550,,Active,,Less than 50 pct obligated,116.38613179,PVC,,Valley Creek Subdivision Ph 1 & 2,,1995,,City of Bozeman,309,
8,K0557_K0568,,Active,,Less than 50 pct obligated,239.40430306,PVC,,Valley Creek Subdivision Ph 1 & 2,Split flow,1995,,City of Bozeman,310,
8,K0568_K0569,,Active,,Less than 50 pct obligated,296.56719105,PVC,,Valley Creek Subdivision Ph 1 & 2,,1995,,City of Bozeman,311,
8,K0569_K0567,,Active,,Less than 50 pct obligated,224.70811333,PVC,,Valley Creek Subdivision Ph 1 & 2,,1995,,City of Bozeman,312,
8,K0567_K0565,,Active,,Less than 50 pct obligated,262.16789893,PVC,,Valley Creek Subdivision Ph 1 & 2,,1995,,City of Bozeman,313,
8,K0565_K0562,,Active,,Less than 50 pct obligated,221.03746697,PVC,,Valley Creek Subdivision Ph 1 & 2,,1995,,City of Bozeman,314,
8,K0562_K0563,,Active,,Less than 50 pct obligated,67.02735835,PVC,,Valley Creek Subdivision Ph 1 & 2,,1995,,City of Bozeman,315,
8,K0563_K0552,,Active,,Less than 50 pct obligated,169.72723886,PVC,,Valley Creek Subdivision Ph 1 & 2,,1995,,City of Bozeman,316,
8,K0553_K0529,,Active,,Less than 50 pct obligated,168.57782562,PVC,,SID 623,,1980,,City of Bozeman,317,
10,F0751_F0752,,Active,,Less than 50 pct obligated,155.54785733,PVC,,SID 511,,1972,,City of Bozeman,318,
12,F0753_F0754,,Active,,Less than 50 pct obligated,70.57912061,AC,,SID 511,,1972,,City of Bozeman,319,
12,F0754_F0755,,Active,,Less than 50 pct obligated,193.9441854,AC,,SID 511,,1972,,City of Bozeman,320,
12,F0755_F0756,,Active,,Less than 50 pct obligated,240.6975445,AC,,SID 511,,1972,,City of Bozeman,321,
12,F0756_F0715,,Active,,50 to 75 pct obligated,400.45770046,AC,,SID 511,,1972,,City of Bozeman,322,
18,F0715_F0716,,Active,,Less than 50 pct obligated,77.08548806,PVC,,Westfield South Subdivision Phase 2,,1998,,City of Bozeman,323,
18,F0716_F0717,,Active,,Less than 50 pct obligated,328.24963308,PVC,,Westfield South Subdivision Phase 2,,1998,,City of Bozeman,324,
8,F0736_F0742,,Active,,Less than 50 pct obligated,415.13143925,VCP,,SID 426,Split flow,1962,,City of Bozeman,325,
8,F0742_F0743,,Active,,Less than 50 pct obligated,424.35598854,VCP,,SID 426,,1962,,City of Bozeman,326,
8,F0767_F0769,,Active,,Less than 50 pct obligated,204.55536224,PVC,,SID 511,,1972,,City of Bozeman,327,
8,F0765_F0766,,Active,,Less than 50 pct obligated,116.00929184,PVC,,SID 511,,1972,,City of Bozeman,328,
8,F0769_F0770,,Active,,Less than 50 pct obligated,326.80011231,PVC,,SID 511,,1972,,City of Bozeman,329,
8,F0770_F0771,,Active,,Less than 50 pct obligated,292.59602751,PVC,,SID 511,,1972,,City of Bozeman,330,
8,F0771_F0772,,Active,,Less than 50 pct obligated,346.23622636,PVC,,SID 511,,1972,,City of Bozeman,331,
8,F0713_F0714,,Active,,Less than 50 pct obligated,244.40330708,PVC,,Southwood Center,,1987,,City of Bozeman,332,
8,E0741_E0744,,Active,,Less than 50 pct obligated,268.15067372,PVC,,Highwood Estates,,1989,,City of Bozeman,333,
8,E0744_E0745,,Active,,Less than 50 pct obligated,255.14349081,PVC,,Highwood Estates,,1989,,City of Bozeman,334,
8,E0745_E0746,,Active,,Less than 50 pct obligated,290.46982863,PVC,,Highwood Estates,,1989,,City of Bozeman,335,
8,E0731_E0732,,Active,,Less than 50 pct obligated,159.37841193,PVC,,Graf's First Subdivision Portion,Sliplined,1976,YES,City of Bozeman,336,
8,E0726_E0727,,Active,,Less than 50 pct obligated,200.69693682,PVC,,SID 604,,1979,,City of Bozeman,337,
8,E0724_E0723,,Active,,Less than 50 pct obligated,134.72753411,PVC,,The Highlands,,1985,,City of Bozeman,338,
8,E0723_E0722,,Active,,Less than 50 pct obligated,111.26903525,PVC,,The Highlands,,1985,,City of Bozeman,339,
8,E0722_E0720,,Active,,Less than 50 pct obligated,187.33643099,PVC,,The Highlands,,1985,,City of Bozeman,340,
8,E0720_E0719,,Active,,Less than 50 pct obligated,119.99526224,PVC,,The Highlands,,1985,,City of Bozeman,341,
8,E0718_E0719,,Active,,Less than 50 pct obligated,132.91906699,PVC,,SID 652,,1986,,City of Bozeman,342,
8,E0719_E0717,,Active,,Less than 50 pct obligated,392.02228464,PVC,,SID 652,,1986,,City of Bozeman,343,
8,L0301_L0302,,Active,,Less than 50 pct obligated,313.53730531,PVC,,Diamond Estates Subdivision No 2 Phase 1,,2004,,City of Bozeman,344,
8,K0306_K0305,,Active,,Less than 50 pct obligated,157.35449162,PVC,,Diamond Estates Subdivision No 2 Phase 1,,2004,,City of Bozeman,345,
8,K0482_K0481,,Active,,Less than 50 pct obligated,317.83767185,PVC,,Ferguson Meadows Subdivision,,2000,,City of Bozeman,346,
8,K0481_K0480,,Active,,Less than 50 pct obligated,399.9428499,PVC,,Ferguson Meadows Subdivision,,2000,,City of Bozeman,347,
8,K0480_K0479,,Active,,Less than 50 pct obligated,348.84634783,PVC,,Ferguson Meadows Subdivision,,2000,,City of Bozeman,348,
8,K0479_K0478,,Active,,Less than 50 pct obligated,400.15446453,PVC,,Ferguson Meadows Subdivision,,2000,,City of Bozeman,349,
8,K0478_K0477,,Active,,Less than 50 pct obligated,387.02477039,PVC,,Ferguson Meadows Subdivision,,2000,,City of Bozeman,350,
8,F0107_F0108,,Active,,Less than 50 pct obligated,328.61745576,PVC,,Bozeman Industrial Park,,1974,,City of Bozeman,351,
8,F0108_F0115,,Active,,Less than 50 pct obligated,6.05482278,PVC,,Bozeman Industrial Park,Split flow,1974,,City of Bozeman,352,
8,F0218_F0219,,Active,,Less than 50 pct obligated,227.11436855,PVC,,Evergreen Business Park,,1998,,City of Bozeman,353,
8,F0219_F0220,,Active,,Less than 50 pct obligated,273.59559342,PVC,,Evergreen Business Park,,1998,,City of Bozeman,354,
8,F0220_F0221,,Active,,Less than 50 pct obligated,398.42681326,PVC,,Evergreen Business Park,,1998,,City of Bozeman,355,
15,F0306_F0342,,Active,2008 Sewer Rehabilitation,Less than 50 pct obligated,183.4337403,VCP,,1917,Sliplined,1917,YES,City of Bozeman,356,2008
15,F0342_F0307,,Active,2008 Sewer Rehabilitation,Less than 50 pct obligated,158.41031001,VCP,,1917,Sliplined,1917,YES,City of Bozeman,357,2008
8,F0315_F0311,,Active,,Less than 50 pct obligated,358.13851251,VCP,,1908,Split flow,1908,,City of Bozeman,358,
12,F0311_F0312,,Active,2008 Sewer Rehabilitation,Less than 50 pct obligated,364.10879257,VCP,,1908,Sliplined,1908,,City of Bozeman,359,2008
12,F0309_F0311,,Active,2008 Sewer Rehabilitation,Less than 50 pct obligated,360.19973837,VCP,,1908,Sliplined,1908,YES,City of Bozeman,360,2008
8,F0443_F0444,,Active,2013 Sewer Rehabilitation Project,Less than 50 pct obligated,629.80902999,VCP,,SID 327 - 2013 Sewer Rehab,,1939,YES,City of Bozeman,361,2013
6,G0444_F0401,"6"" or smaller main",Active,2013 Sewer Rehabilitation Project,Greater than 75 pct obligated,335.99540853,VCP,,Original Sewer - 2013 Sewer Rehab,,UNK,YES,City of Bozeman,362,2013
6,F0420A_F0420,"6"" or smaller main",Active,,Greater than 75 pct obligated,347.55277004,VCP,,Original Sewer,,UNK,,City of Bozeman,363,
8,F0420_F0428,,Active,,Less than 50 pct obligated,359.57400836,VCP,,Original Sewer,,UNK,,City of Bozeman,364,
6,F0408_F0409,"6"" or smaller main",Active,2013 Sewer Rehabilitation Project,Greater than 75 pct obligated,189.2227892,VCP,,1992 Sewer Renovations - 2013 Sewer Rehab,Split flow,1992,YES,City of Bozeman,365,2013
6,F0408_F0402,"6"" or smaller main",Active,,Greater than 75 pct obligated,146.23982241,VCP,,Original Sewer,Split flow,UNK,,City of Bozeman,366,
6,G0453_F0403,"6"" or smaller main",Active,2013 Sewer Rehabilitation Project,Greater than 75 pct obligated,330.97566308,VCP,,Original Sewer - 2013 Sewer Rehab,,1920,YES,City of Bozeman,367,2013
6,F0403_F0410,"6"" or smaller main",Active,,Greater than 75 pct obligated,331.18067425,VCP,,SID 14,Split flow,1907,,City of Bozeman,368,
14,F0667_G0591,,Active,,50 to 75 pct obligated,372.68487814,AC,,WPCA 125,,1969,,City of Bozeman,369,
6,F0601_F0602,"6"" or smaller main",Active,,Greater than 75 pct obligated,422.01788494,VCP,,SID 341,,1948,,City of Bozeman,370,
6,F0602_F0603,"6"" or smaller main",Active,,Greater than 75 pct obligated,359.65541325,VCP,,SID 304,,1937,,City of Bozeman,371,
6,F0603_F0604,"6"" or smaller main",Active,,Greater than 75 pct obligated,357.1648725,VCP,,SID 304,,1937,,City of Bozeman,372,
6,F0604_F0605,"6"" or smaller main",Active,,Greater than 75 pct obligated,356.13713293,VCP,,SID 304,Label,1937,,City of Bozeman,373,
6,F0605_F0606,"6"" or smaller main",Active,,Greater than 75 pct obligated,361.36797078,VCP,,SID 112,Label,1916,,City of Bozeman,374,
6,F0606_F0607,"6"" or smaller main",Active,,Greater than 75 pct obligated,360.84406086,VCP,,SID 112,Label,1916,,City of Bozeman,375,
6,F0607_F0667,"6"" or smaller main",Active,,Greater than 75 pct obligated,390.5226644,VCP,,SID 112,Label,1916,,City of Bozeman,376,
14,F0608_F0609,,Active,,Less than 50 pct obligated,371.29077892,AC,,WPCA 125,,1969,,City of Bozeman,377,
14,F0609_F0610,,Active,,Less than 50 pct obligated,398.24375064,AC,,WPCA 125,,1969,,City of Bozeman,378,
14,F0610_F0611,,Active,,Less than 50 pct obligated,404.33127589,AC,,WPCA 125,,1969,,City of Bozeman,379,
